"","state","PC_name","O.S.N.","Candidate","Party","EVM.Votes","Postal.Votes","Total.Votes","Pct.of.Votes","NA.","NA..1","Migrant.Votes"
"8098","Assam","Tezpur","1","PALLAB LOCHAN DAS","Bharatiya Janata Party","681437","2729","684166","57.48",NA,NA,NA
"8099","Assam","Tezpur","2","M.G.V.K. BHANU","Indian National Congress","440461","864","441325","37.08",NA,NA,NA
"8100","Assam","Tezpur","3","MAHENDRA BHUYAN","Nationalist Congress Party","6398","85","6483","0.54",NA,NA,NA
"8101","Assam","Tezpur","4","MAHENDRA ORANG","Voters Party  International","7950","16","7966","0.67",NA,NA,NA
"8102","Assam","Tezpur","5","RAM BAHADUR SUNAR","National People's Party","5776","104","5880","0.49",NA,NA,NA
"8103","Assam","Tezpur","6","ZIABUR RAHMAN KHAN","Independent","5099","5","5104","0.43",NA,NA,NA
"8104","Assam","Tezpur","7","BIJOY KUMAR TIRU","Independent","23626","20","23646","1.99",NA,NA,NA
"8105","Assam","Tezpur","8","NOTA","None of the Above","15588","38","15626","1.31",NA,NA,NA
"8106","Assam","Mangaldoi","1","DILIP SAIKIA","Bharatiya Janata Party","732740","2729","735469","48.83",NA,NA,NA
"8107","Assam","Mangaldoi","2","BHUBANESWAR KALITA","Indian National Congress","595845","1079","596924","39.63",NA,NA,NA
"8108","Assam","Mangaldoi","3","SUDHENDU MOHAN TALUKDAR","All India Trinamool Congress","10619","21","10640","0.71",NA,NA,NA
"8109","Assam","Mangaldoi","4","AINUL HAQUE","Asom Jana Morcha","4242","7","4249","0.28",NA,NA,NA
"8110","Assam","Mangaldoi","5","GANDHESHWAR MOCHAHARI","Voters Party  International","11212","33","11245","0.75",NA,NA,NA
"8111","Assam","Mangaldoi","6","BIREN BASAK","Bharatiya Gana Parishad","2520","4","2524","0.17",NA,NA,NA
"8112","Assam","Mangaldoi","7","MANI RAM BASUMATARY","Hindusthan Nirman Dal","3831","67","3898","0.26",NA,NA,NA
"8113","Assam","Mangaldoi","8","SWARNALATA CHALIHA","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","3819","10","3829","0.25",NA,NA,NA
"8114","Assam","Mangaldoi","9","KAZI NEKIB AHMED","Independent","7131","4","7135","0.47",NA,NA,NA
"8115","Assam","Mangaldoi","10","JAYANTA KUMAR KALITA","Independent","7799","7","7806","0.52",NA,NA,NA
"8116","Assam","Mangaldoi","11","PRODEEP KUMAR DAIMARY","United People’s Party, Liberal","103402","468","103870","6.9",NA,NA,NA
"8117","Assam","Mangaldoi","12","NOTA","None of the Above","18495","23","18518","1.23",NA,NA,NA
"8118","Assam","Gauhati","1","QUEEN OJA","Bharatiya Janata Party","1007156","1780","1008936","57.2",NA,NA,NA
"8119","Assam","Gauhati","2","BOBBEETA SHARMA","Indian National Congress","662776","554","663330","37.61",NA,NA,NA
"8120","Assam","Gauhati","3","MANOJ SHARMA","All India Trinamool Congress","10135","6","10141","0.57",NA,NA,NA
"8121","Assam","Gauhati","4","AVIJIT CHAKRABORTY","Bharatiya Gana Parishad","2335","16","2351","0.13",NA,NA,NA
"8122","Assam","Gauhati","5","SADEK ALI","Republican Party of India (A)","3645","5","3650","0.21",NA,NA,NA
"8123","Assam","Gauhati","6","PANKAJ DAS","Swarna Bharat Party","4102","8","4110","0.23",NA,NA,NA
"8124","Assam","Gauhati","7","PARTHA PRATIM BARUAH","Voters Party  International","2587","3","2590","0.15",NA,NA,NA
"8125","Assam","Gauhati","8","MAMONI SARMA","Purvanchal Janta Party (Secular)","2451","5","2456","0.14",NA,NA,NA
"8126","Assam","Gauhati","9","RAJIB KAKATI","Hindusthan Nirman Dal","2119","3","2122","0.12",NA,NA,NA
"8127","Assam","Gauhati","10","RATUL KUMAR CHOUDHURY","Samajwadi Party","2378","5","2383","0.14",NA,NA,NA
"8128","Assam","Gauhati","11","RUBI NEOG","National Republican Congress","2050","14","2064","0.12",NA,NA,NA
"8129","Assam","Gauhati","12","ALIMUDDIN AHMED","Independent","2833","3","2836","0.16",NA,NA,NA
"8130","Assam","Gauhati","13","UPAMANYU HAZARIKA","Independent","21114","79","21193","1.2",NA,NA,NA
"8131","Assam","Gauhati","14","UTPAL BORGOHAIN","Independent","2748","5","2753","0.16",NA,NA,NA
"8132","Assam","Gauhati","15","JUNMONI DEVI KHAUND","Independent","5479","4","5483","0.31",NA,NA,NA
"8133","Assam","Gauhati","16","FARUK AHMED BHUYAN","Independent","9043","1","9044","0.51",NA,NA,NA
"8134","Assam","Gauhati","17","SHANKHA SINHA","Independent","7847","2","7849","0.45",NA,NA,NA
"8135","Assam","Gauhati","18","NOTA","None of the Above","10442","24","10466","0.59",NA,NA,NA
"8136","Assam","Barpeta","1","Abdul Khaleque","Indian National Congress","643441","1732","645173","44.23",NA,NA,NA
"8137","Assam","Barpeta","2","Ashahak Ali Dewan","All India Trinamool Congress","20405","61","20466","1.4",NA,NA,NA
"8138","Assam","Barpeta","3","Kumar Deepak Das","Asom Gana Parishad","501319","3547","504866","34.61",NA,NA,NA
"8139","Assam","Barpeta","4","Rafiqul Islam","All India United Democratic Front","248360","307","248667","17.05",NA,NA,NA
"8140","Assam","Barpeta","5","Aroon Barooa","Purvanchal Janta Party (Secular)","3424","194","3618","0.25",NA,NA,NA
"8141","Assam","Barpeta","6","Chitralekha Das","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","2322","60","2382","0.16",NA,NA,NA
"8142","Assam","Barpeta","7","Saniara Parbin","Voters Party  International","3391","46","3437","0.24",NA,NA,NA
"8143","Assam","Barpeta","8","Pranabjyoti Das Rajbonshi","National People's Party","2390","72","2462","0.17",NA,NA,NA
"8144","Assam","Barpeta","9","Bhadreswar Barman","National Republican Congress","2164","50","2214","0.15",NA,NA,NA
"8145","Assam","Barpeta","10","Matiar Rahman","The National Road Map Party of India","3970","3","3973","0.27",NA,NA,NA
"8146","Assam","Barpeta","11","Rejaul Karim","Republican Party of India (A)","3345","5","3350","0.23",NA,NA,NA
"8147","Assam","Barpeta","12","Santanu Mukherjee","Bharatiya Gana Parishad","5279","129","5408","0.37",NA,NA,NA
"8148","Assam","Barpeta","13","Arfan Ali","Independent","2780","19","2799","0.19",NA,NA,NA
"8149","Assam","Barpeta","14","NOTA","None of the Above","9648","86","9734","0.67",NA,NA,NA
"8150","Assam","Kokrajhar","1","Pramila Rani Brahma","Bodoland Peoples Front","443410","3364","446774","30.2",NA,NA,NA
"8151","Assam","Kokrajhar","2","Biraj Deka","Communist Party of India  (Marxist)","27804","324","28128","1.9",NA,NA,NA
"8152","Assam","Kokrajhar","3","Sabda Ram Rabha","Indian National Congress","146251","867","147118","9.94",NA,NA,NA
"8153","Assam","Kokrajhar","4","Urkhao Gwra Brahma","United People’s Party, Liberal","309736","2699","312435","21.12",NA,NA,NA
"8154","Assam","Kokrajhar","5","Charan Iswary","Purvanchal Janta Party (Secular)","9519","308","9827","0.66",NA,NA,NA
"8155","Assam","Kokrajhar","6","Rajesh Narzary","Voters Party  International","13866","42","13908","0.94",NA,NA,NA
"8156","Assam","Kokrajhar","7","Naba Kumar Sarania","Independent","482556","2004","484560","32.75",NA,NA,NA
"8157","Assam","Kokrajhar","8","Prasanjit Kumar Das","Independent","9822","137","9959","0.67",NA,NA,NA
"8158","Assam","Kokrajhar","9","Ranjoy Kr. Brahma","Independent","10733","55","10788","0.73",NA,NA,NA
"8159","Assam","Kokrajhar","10","NOTA","None of the Above","15867","121","15988","1.08",NA,NA,NA
"8160","Assam","Dhubri","1","ABU TAHER BEPARI","Indian National Congress","492086","420","492506","29.23",NA,NA,NA
"8161","Assam","Dhubri","2","ZABED ISLAM","Asom Gana Parishad","398770","963","399733","23.72",NA,NA,NA
"8162","Assam","Dhubri","3","NURUL ISLAM CHOUDHURY","All India Trinamool Congress","12865","30","12895","0.77",NA,NA,NA
"8163","Assam","Dhubri","4","BADRUDDIN AJMAL","All India United Democratic Front","718131","633","718764","42.66",NA,NA,NA
"8164","Assam","Dhubri","5","ALAKESH ROY","Hindusthan Nirman Dal","7717","63","7780","0.46",NA,NA,NA
"8165","Assam","Dhubri","6","SURAT JAMAN MONDAL","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","4304","21","4325","0.26",NA,NA,NA
"8166","Assam","Dhubri","7","JOHIRUL ISLAM KHAN","Purvanchal Janta Party (Secular)","2846","13","2859","0.17",NA,NA,NA
"8167","Assam","Dhubri","8","NRIPEN DAS","Bharatiya National Janta Dal","1908","164","2072","0.12",NA,NA,NA
"8168","Assam","Dhubri","9","MEHBUBAR RAHMAN","Republican Party of India (A)","4249","1","4250","0.25",NA,NA,NA
"8169","Assam","Dhubri","10","SHAJAHAN SHEIKH","Voters Party  International","5625","3","5628","0.33",NA,NA,NA
"8170","Assam","Dhubri","11","ANAMIKA SARKAR","Independent","5566","23","5589","0.33",NA,NA,NA
"8171","Assam","Dhubri","12","UTTAM KUMAR RAY","Independent","3290","31","3321","0.2",NA,NA,NA
"8172","Assam","Dhubri","13","MIR HUSSAIN SARKAR","Independent","4138","0","4138","0.25",NA,NA,NA
"8173","Assam","Dhubri","14","RUKUNUR ZAMAN","Independent","4393","0","4393","0.26",NA,NA,NA
"8174","Assam","Dhubri","15","SHUKUR ALI","Independent","7765","9","7774","0.46",NA,NA,NA
"8175","Assam","Dhubri","16","NOTA","None of the Above","8963","15","8978","0.53",NA,NA,NA
"8176","Assam","Autonomous District","1","BIREN SINGH ENGTI","Indian National Congress","141344","346","141690","22.94",NA,NA,NA
"8177","Assam","Autonomous District","2","HOREN SING BEY","Bharatiya Janata Party","380183","1133","381316","61.73",NA,NA,NA
"8178","Assam","Autonomous District","3","LIENKHOCHON","National People's Party","9920","117","10037","1.62",NA,NA,NA
"8179","Assam","Autonomous District","4","HOLIRAM TERANG","Autonomous State Demand Committee","36840","75","36915","5.98",NA,NA,NA
"8180","Assam","Autonomous District","5","JONES INGTI KATHAR","Independent","39425","158","39583","6.41",NA,NA,NA
"8181","Assam","Autonomous District","6","NOTA","None of the Above","8160","34","8194","1.33",NA,NA,NA
"8182","Assam","Silchar","1","RAJDEEP ROY","Bharatiya Janata Party","496235","3179","499414","52.59",NA,NA,NA
"8183","Assam","Silchar","2","SUSHMITA DEV","Indian National Congress","416233","1585","417818","43.99",NA,NA,NA
"8184","Assam","Silchar","3","HITABRATA ROY","All India Trinamool Congress","3498","16","3514","0.37",NA,NA,NA
"8185","Assam","Silchar","4","NAZIA YASMIN MAZUMDAR","National People's Party","5650","43","5693","0.6",NA,NA,NA
"8186","Assam","Silchar","5","Badrul Islam Barbhuiya","All India Forward Bloc","829","11","840","0.09",NA,NA,NA
"8187","Assam","Silchar","6","Shyam Deo Kurmi","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","1081","14","1095","0.12",NA,NA,NA
"8188","Assam","Silchar","7","Ashitava Dutta","Independent","808","5","813","0.09",NA,NA,NA
"8189","Assam","Silchar","8","Ashutosh Bhattacharjee","Independent","1503","4","1507","0.16",NA,NA,NA
"8190","Assam","Silchar","9","Nazmul Haque Laskar","Independent","1816","4","1820","0.19",NA,NA,NA
"8191","Assam","Silchar","10","Puran Lal Goala","Independent","1459","1","1460","0.15",NA,NA,NA
"8192","Assam","Silchar","11","Mohendra Chandra Das","Independent","1652","3","1655","0.17",NA,NA,NA
"8193","Assam","Silchar","12","Shuvadip Datta","Independent","1532","3","1535","0.16",NA,NA,NA
"8194","Assam","Silchar","13","Sabindra Das","Independent","3981","4","3985","0.42",NA,NA,NA
"8195","Assam","Silchar","14","NOTA","None of the Above","8525","22","8547","0.9",NA,NA,NA
"8196","Assam","Karimganj","1","KRIPANATH MALLAH","Bharatiya Janata Party","471946","1100","473046","44.62",NA,NA,NA
"8197","Assam","Karimganj","2","CHANDAN DAS","All India Trinamool Congress","4848","22","4870","0.46",NA,NA,NA
"8198","Assam","Karimganj","3","RADHESHYAM BISWAS","All India United Democratic Front","434519","138","434657","41",NA,NA,NA
"8199","Assam","Karimganj","4","SWARUP DAS","Indian National Congress","120293","159","120452","11.36",NA,NA,NA
"8200","Assam","Karimganj","5","AJOY KUMAR SARKAR","All India Forward Bloc","1537","1","1538","0.15",NA,NA,NA
"8201","Assam","Karimganj","6","NIKHIL RANJAN DAS","Hindusthan Nirman Dal","2518","1","2519","0.24",NA,NA,NA
"8202","Assam","Karimganj","7","PROBASH CHANDRA SARKAR","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","1165","1","1166","0.11",NA,NA,NA
"8203","Assam","Karimganj","8","ANUPAM SINGHA","Independent","1057","12","1069","0.1",NA,NA,NA
"8204","Assam","Karimganj","9","PARIKSHIT ROY","Independent","2765","0","2765","0.26",NA,NA,NA
"8205","Assam","Karimganj","10","RABINDRA CHANDRA DAS","Independent","1714","5","1719","0.16",NA,NA,NA
"8206","Assam","Karimganj","11","RAJU DAS","Independent","2107","4","2111","0.2",NA,NA,NA
"8207","Assam","Karimganj","12","RAMNARAYAN SUKLABAIDYA","Independent","1795","0","1795","0.17",NA,NA,NA
"8208","Assam","Karimganj","13","SATYAJIT DAS","Independent","2986","2","2988","0.28",NA,NA,NA
"8209","Assam","Karimganj","14","HARILAL RABIDAS","Independent","2821","1","2822","0.27",NA,NA,NA
"8210","Assam","Karimganj","15","NOTA","None of the Above","6548","7","6555","0.62",NA,NA,NA
"8211","Arunachal Pradesh","ARUNACHAL EAST","1","Lowangcha Wanglat","Indian National Congress","80378","3557","83935","28.57",NA,NA,NA
"8212","Arunachal Pradesh","ARUNACHAL EAST","2","Mongol Yomso","People's Party of Arunachal","22160","777","22937","7.81",NA,NA,NA
"8213","Arunachal Pradesh","ARUNACHAL EAST","3","Tapir Gao","Bharatiya Janata Party","148567","5316","153883","52.38",NA,NA,NA
"8214","Arunachal Pradesh","ARUNACHAL EAST","4","Bandey Mili","Janata Dal  (Secular)","15304","654","15958","5.43",NA,NA,NA
"8215","Arunachal Pradesh","ARUNACHAL EAST","5","C. C. Singpho","Independent","10955","538","11493","3.91",NA,NA,NA
"8216","Arunachal Pradesh","ARUNACHAL EAST","6","NOTA","None of the Above","5490","85","5575","1.9",NA,NA,NA
"8217","Arunachal Pradesh","ARUNACHAL WEST","1","KIREN RIJIJU","Bharatiya Janata Party","216494","9302","225796","63.02",NA,NA,NA
"8218","Arunachal Pradesh","ARUNACHAL WEST","2","NABAM TUKI","Indian National Congress","49362","1591","50953","14.22",NA,NA,NA
"8219","Arunachal Pradesh","ARUNACHAL WEST","3","SUBU KECHI","People's Party of Arunachal","4633","133","4766","1.33",NA,NA,NA
"8220","Arunachal Pradesh","ARUNACHAL WEST","4","JARJUM ETE","Janata Dal  (Secular)","41509","2410","43919","12.26",NA,NA,NA
"8221","Arunachal Pradesh","ARUNACHAL WEST","5","JOMIN NYOKIR KARA","All India Forward Bloc","1879","42","1921","0.54",NA,NA,NA
"8222","Arunachal Pradesh","ARUNACHAL WEST","6","KHYODA APIK","National People's Party","26530","589","27119","7.57",NA,NA,NA
"8223","Arunachal Pradesh","ARUNACHAL WEST","7","RUMAK JOMOH","Independent","1878","68","1946","0.54",NA,NA,NA
"8224","Arunachal Pradesh","ARUNACHAL WEST","8","NOTA","None of the Above","1837","52","1889","0.53",NA,NA,NA
"8225","Andhra Pradesh","Chittoor","1","CHEEMALA. RANGAPPA","Indian National Congress","24497","146","24643","1.87",NA,NA,NA
"8226","Andhra Pradesh","Chittoor","2","JAYARAM DUGGANI","Bharatiya Janata Party","10137","359","10496","0.8",NA,NA,NA
"8227","Andhra Pradesh","Chittoor","3","NARAMALLI SIVA PRASAD","Telugu Desam","545374","4147","549521","41.65",NA,NA,NA
"8228","Andhra Pradesh","Chittoor","4","C. PUNYAMURTHY","Bahujan Samaj Party","19952","110","20062","1.52",NA,NA,NA
"8229","Andhra Pradesh","Chittoor","5","N. REDDEPPA","Yuvajana Sramika Rythu Congress Party","681325","5467","686792","52.05",NA,NA,NA
"8230","Andhra Pradesh","Chittoor","6","PALLIPATTU. ABHINAV VISHNU","Mundadugu Praja Party","3441","4","3445","0.26",NA,NA,NA
"8231","Andhra Pradesh","Chittoor","7","P. RAMACHANDRAN","Independent","1854","9","1863","0.14",NA,NA,NA
"8232","Andhra Pradesh","Chittoor","8","A. HEMANTH","Independent","2089","5","2094","0.16",NA,NA,NA
"8233","Andhra Pradesh","Chittoor","9","NOTA","None of the Above","20503","53","20556","1.56",NA,NA,NA
"8234","Andhra Pradesh","Rajampet","1","P.V.MIDHUN REDDY","Yuvajana Sramika Rythu Congress Party","695277","6934","702211","57.35",NA,NA,NA
"8235","Andhra Pradesh","Rajampet","2","M.SHAJAHAN BASHA (JAHA)","Indian National Congress","20959","191","21150","1.73",NA,NA,NA
"8236","Andhra Pradesh","Rajampet","3","D A SATHYA PRABHA","Telugu Desam","429710","4217","433927","35.44",NA,NA,NA
"8237","Andhra Pradesh","Rajampet","4","ASADI. VENKATADRI","Rashtriya Krantikari Samajwadi Party","3449","11","3460","0.28",NA,NA,NA
"8238","Andhra Pradesh","Rajampet","5","KARIMULLA KHAN PATTAN","Navataram Party","1132","3","1135","0.09",NA,NA,NA
"8239","Andhra Pradesh","Rajampet","6","KHADER VALI SHAIK","Indian Union Muslim League","1555","2","1557","0.13",NA,NA,NA
"8240","Andhra Pradesh","Rajampet","7","SYED MUKARRAM","Janasena Party","33833","153","33986","2.78",NA,NA,NA
"8241","Andhra Pradesh","Rajampet","8","NARESH KUMAR POOJALA","Independent","1761","7","1768","0.14",NA,NA,NA
"8242","Andhra Pradesh","Rajampet","9","PASUPULETI VENKATARAMANA ROYAL","Independent","3809","12","3821","0.31",NA,NA,NA
"8243","Andhra Pradesh","Rajampet","10","NOTA","None of the Above","21289","50","21339","1.74",NA,NA,NA
"8244","Andhra Pradesh","Tirupati","1","Chintamohan","Indian National Congress","23926","113","24039","1.83",NA,NA,NA
"8245","Andhra Pradesh","Tirupati","2","Doctor Daggumati Sreehari Rao","Bahujan Samaj Party","20847","124","20971","1.6",NA,NA,NA
"8246","Andhra Pradesh","Tirupati","3","Panabaka Lakshmi","Telugu Desam","490605","3896","494501","37.65",NA,NA,NA
"8247","Andhra Pradesh","Tirupati","4","Balli Durga Prasad Rao","Yuvajana Sramika Rythu Congress Party","717924","4953","722877","55.03",NA,NA,NA
"8248","Andhra Pradesh","Tirupati","5","Bommi Srihari Rao","Bharatiya Janata Party","16001","124","16125","1.23",NA,NA,NA
"8249","Andhra Pradesh","Tirupati","6","Karra Siva (Pyramid Siva)","Pyramid Party of India","998","5","1003","0.08",NA,NA,NA
"8250","Andhra Pradesh","Tirupati","7","Neeruguttu Nagesh, M.A., Philosophy","Janapaalana Party (Democratic)","912","1","913","0.07",NA,NA,NA
"8251","Andhra Pradesh","Tirupati","8","Bokkam. Ramesh","Viduthalai Chiruthaigal Katchi","1194","1","1195","0.09",NA,NA,NA
"8252","Andhra Pradesh","Tirupati","9","Viruvuru Sudhakar","Vishwa Jana Party","995","3","998","0.08",NA,NA,NA
"8253","Andhra Pradesh","Tirupati","10","M. Solomon","Andhra Rastra Praja Samithi","1563","0","1563","0.12",NA,NA,NA
"8254","Andhra Pradesh","Tirupati","11","Kattamanchi Prabhakar","Independent","1430","0","1430","0.11",NA,NA,NA
"8255","Andhra Pradesh","Tirupati","12","K.S. Munirathnam","Independent","2117","2","2119","0.16",NA,NA,NA
"8256","Andhra Pradesh","Tirupati","13","NOTA","None of the Above","25750","31","25781","1.96",NA,NA,NA
"8257","Andhra Pradesh","Nellore","1","Adala Prabhakara Reddy","Yuvajana Sramika Rythu Congress Party","677014","6816","683830","53.13",NA,NA,NA
"8258","Andhra Pradesh","Nellore","2","Chandra Rajagopal","Communist Party of India  (Marxist)","18571","259","18830","1.46",NA,NA,NA
"8259","Andhra Pradesh","Nellore","3","Chevuru Devakumar Reddy","Indian National Congress","9973","48","10021","0.78",NA,NA,NA
"8260","Andhra Pradesh","Nellore","4","Beeda Masthan Rao","Telugu Desam","529571","5688","535259","41.59",NA,NA,NA
"8261","Andhra Pradesh","Nellore","5","Sannapureddy Suresh Reddy","Bharatiya Janata Party","12278","235","12513","0.97",NA,NA,NA
"8262","Andhra Pradesh","Nellore","6","Chinni Venkateswarlu","Pyramid Party of India","836","5","841","0.07",NA,NA,NA
"8263","Andhra Pradesh","Nellore","7","Shaik Mahaboob Basha (Mabu)","Republican Party of India (A)","1317","2","1319","0.1",NA,NA,NA
"8264","Andhra Pradesh","Nellore","8","Kankanala Penchala Naidu","Independent","667","1","668","0.05",NA,NA,NA
"8265","Andhra Pradesh","Nellore","9","Narasapuram Prasad","Independent","2397","2","2399","0.19",NA,NA,NA
"8266","Andhra Pradesh","Nellore","10","Butti Nagaraju","Independent","1089","12","1101","0.09",NA,NA,NA
"8267","Andhra Pradesh","Nellore","11","Meda Malla Reddy","Independent","597","1","598","0.05",NA,NA,NA
"8268","Andhra Pradesh","Nellore","12","Sukapalli Naveen","Independent","1014","0","1014","0.08",NA,NA,NA
"8269","Andhra Pradesh","Nellore","13","Dr. S. Suresh Babu","Independent","1482","0","1482","0.12",NA,NA,NA
"8270","Andhra Pradesh","Nellore","14","NOTA","None of the Above","17128","33","17161","1.33",NA,NA,NA
"8271","Andhra Pradesh","Kadapa","1","Y.S.Avinash Reddy","Yuvajana Sramika Rythu Congress Party","778267","5532","783799","63.8",NA,NA,NA
"8272","Andhra Pradesh","Kadapa","2","Chadipirala Adi Narayana Reddy","Telugu Desam","400192","2631","402823","32.79",NA,NA,NA
"8273","Andhra Pradesh","Kadapa","3","Gundlakunta Sreeramulu","Indian National Congress","8280","61","8341","0.68",NA,NA,NA
"8274","Andhra Pradesh","Kadapa","4","Gujjula Eswaraiah","Communist Party of India","6152","90","6242","0.51",NA,NA,NA
"8275","Andhra Pradesh","Kadapa","5","Sri Rama Chandra Singareddy","Bharatiya Janata Party","3917","168","4085","0.33",NA,NA,NA
"8276","Andhra Pradesh","Kadapa","6","Ameen Peeran Shaik","Ambedkar National Congress","571","2","573","0.05",NA,NA,NA
"8277","Andhra Pradesh","Kadapa","7","Lakshmi Reddy Putha","Rajyadhikara Party","365","3","368","0.03",NA,NA,NA
